SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead,
+163s,4.096,8,10,protocol,7.5,230,1045,4.54348,292,292,1,0.946,0.584551,0.450886,0.358974,0.301724,0.236287,0.236287,0.236287,0.236287,0.365037,10
+164s,4.096,8,10,protocol,7.5,230,1034,4.49565,292,288,0.986301,0.956175,0.626834,0.473101,0.380407,0.318763,0.258651,0.258651,0.258651,0.258651,0.364072,10
+165s,4.096,8,10,protocol,7.5,230,1059,4.60435,270,266,0.985185,0.948339,0.665217,0.485714,0.374083,0.315464,0.261315,0.261315,0.261315,0.261315,0.363641,10
+166s,4.096,8,10,protocol,7.5,230,997,4.33478,276,274,0.992754,0.929889,0.638829,0.480424,0.363132,0.298077,0.254208,0.254208,0.254208,0.254208,0.363013,10
+167s,4.096,8,10,protocol,7.5,230,967,4.20435,300,293,0.976667,0.938889,0.626866,0.486755,0.358537,0.295181,0.260177,0.260177,0.260177,0.260177,0.362595,10
+168s,4.096,8,10,protocol,7.5,240,1108,4.61667,374,366,0.97861,0.933775,0.64375,0.520954,0.389309,0.333796,0.282524,0.282524,0.282524,0.282524,0.361643,10
+169s,4.096,8,10,protocol,7.5,240,1194,4.975,400,399,0.9975,0.958209,0.697842,0.577811,0.408851,0.354986,0.303125,0.303125,0.303125,0.303125,0.3612,10
+170s,4.096,8,10,protocol,7.5,240,1172,4.88333,414,410,0.990338,0.967236,0.677876,0.557496,0.406582,0.34692,0.298287,0.298287,0.298287,0.298287,0.360279,10
+171s,4.096,8,10,protocol,7.5,240,1105,4.60417,444,434,0.977477,0.941667,0.675373,0.520489,0.383881,0.328643,0.28062,0.28062,0.28062,0.28062,0.360043,10
+172s,4.096,8,10,protocol,7.5,240,1203,5.0125,496,495,0.997984,0.957386,0.713472,0.52809,0.412281,0.345271,0.291022,0.291022,0.291022,0.291022,0.35915,10
+173s,4.096,8,10,protocol,7.5,240,1200,5,518,512,0.988417,0.970414,0.773547,0.528044,0.430804,0.363123,0.305018,0.305018,0.305018,0.305018,0.35875,10
+174s,4.096,8,10,protocol,7.5,240,1156,4.81667,508,484,0.952756,0.937405,0.741968,0.509655,0.416573,0.351905,0.296549,0.296549,0.296549,0.296549,0.357885,10
+175s,4.096,8,10,protocol,7.5,240,1151,4.79583,468,457,0.976496,0.964832,0.746976,0.510331,0.416292,0.356593,0.302572,0.302572,0.302572,0.302572,0.357509,10
+176s,4.096,8,10,protocol,7.5,240,1133,4.72083,422,407,0.964455,0.936747,0.734,0.507607,0.416572,0.354932,0.30737,0.30737,0.30737,0.30737,0.356985,10
+177s,4.096,8,10,protocol,7.5,240,1136,4.73333,374,362,0.967914,0.905775,0.678063,0.514409,0.401124,0.345595,0.306044,0.306044,0.306044,0.306044,0.356631,10
+178s,4.096,8,10,protocol,7.5,240,1230,5.125,346,341,0.985549,0.954683,0.733527,0.566617,0.43606,0.367476,0.323781,0.323781,0.323781,0.323781,0.355815,10
+179s,4.096,8,10,protocol,7.5,240,1182,4.925,316,312,0.987342,0.917981,0.743976,0.54646,0.437943,0.359709,0.318299,0.318299,0.318299,0.318299,0.35546,10
+180s,4.096,8,10,protocol,7.5,240,1215,5.0625,294,293,0.996599,0.941935,0.761317,0.544118,0.444712,0.35818,0.318143,0.318143,0.318143,0.318143,0.354621,10
+181s,4.096,8,10,protocol,7.5,240,1174,4.89167,314,312,0.993631,0.93871,0.730769,0.523065,0.450064,0.337656,0.296374,0.296374,0.296374,0.296374,0.354407,10
+182s,4.096,8,10,protocol,7.5,240,1079,4.49583,340,333,0.979412,0.950704,0.682303,0.487805,0.434783,0.309328,0.271878,0.271878,0.271878,0.271878,0.353591,10
+183s,4.096,8,10,protocol,7.5,240,1004,4.18333,356,348,0.977528,0.963035,0.609442,0.440994,0.39011,0.281188,0.239865,0.239865,0.239865,0.239865,0.353246,10
+184s,2.048,4,10,protocol,7.5,240,939,3.9125,428,424,0.990654,0.992,0.614657,0.40625,0.356653,0.259222,0.221277,0.221277,0.221277,0.221277,0.352648,10
+185s,2.048,4,10,protocol,7.5,240,947,3.94583,440,440,1,1,0.617284,0.390625,0.338753,0.25025,0.215332,0.215332,0.215332,0.215332,0.352497,10
+186s,2.048,4,10,protocol,7.5,240,953,3.97083,456,455,0.997807,0.998,0.693151,0.395313,0.333773,0.269723,0.218953,0.218953,0.218953,0.218953,0.352162,10
+187s,2.048,4,10,protocol,7.5,250,992,3.968,508,506,0.996063,0.996429,0.79564,0.419239,0.346382,0.297201,0.236055,0.236055,0.236055,0.236055,0.35198,10
+188s,2.048,4,10,protocol,7.5,280,1229,4.38929,580,580,1,0.983871,0.893617,0.514076,0.40856,0.352645,0.285714,0.285714,0.285714,0.285714,0.351276,10
+189s,3.584,7,10,protocol,7.5,280,1245,4.44643,578,575,0.99481,0.993056,0.93573,0.527317,0.398793,0.352917,0.288255,0.288255,0.288255,0.288255,0.350858,10
+190s,4.096,8,10,protocol,7.5,280,1153,4.11786,584,583,0.998288,0.995902,0.850325,0.468339,0.359633,0.322634,0.261945,0.261945,0.261945,0.261945,0.349992,10
+191s,4.096,8,10,protocol,7.5,280,1158,4.13571,516,516,1,0.985333,0.798569,0.464328,0.358257,0.313152,0.268569,0.268569,0.268569,0.268569,0.349648,10
+192s,4.096,8,10,protocol,7.5,280,1141,4.075,500,496,0.992,0.976839,0.767,0.464848,0.355093,0.302684,0.259209,0.259209,0.259209,0.259209,0.348808,10
+193s,4.096,8,10,protocol,7.5,280,1128,4.02857,476,473,0.993697,0.969415,0.763473,0.459184,0.355814,0.296512,0.252309,0.252309,0.252309,0.252309,0.348372,10
+194s,4.096,8,10,protocol,7.5,280,1079,3.85357,440,438,0.995455,0.960894,0.731801,0.448357,0.357009,0.292272,0.25298,0.25298,0.25298,0.25298,0.347558,10
+195s,4.096,8,10,protocol,7.5,280,1099,3.925,440,440,1,0.959239,0.674589,0.419318,0.346805,0.281357,0.242604,0.242604,0.242604,0.242604,0.347132,10
+196s,4.096,8,10,protocol,7.5,280,1107,3.95357,440,440,1,0.936,0.686347,0.417508,0.351275,0.281179,0.245545,0.245545,0.245545,0.245545,0.346476,10
+197s,4.096,8,10,protocol,7.5,280,1121,4.00357,448,448,1,0.947011,0.729087,0.423757,0.356744,0.283026,0.252635,0.252635,0.252635,0.252635,0.346062,10
+198s,4.096,8,10,protocol,7.5,280,1104,3.94286,472,470,0.995763,0.923469,0.682384,0.421429,0.361111,0.280747,0.254142,0.254142,0.254142,0.254142,0.345295,10
+199s,4.096,8,10,protocol,7.5,280,1223,4.36786,484,484,1,0.976501,0.720588,0.45027,0.396667,0.304015,0.274917,0.274917,0.274917,0.274917,0.344903,10
+200s,4.096,8,10,protocol,7.5,280,1247,4.45357,530,530,1,0.97335,0.756522,0.478022,0.408451,0.326577,0.283572,0.283572,0.283572,0.283572,0.344158,10
+201s,4.096,8,10,protocol,7.5,280,1267,4.525,568,568,1,0.98399,0.767182,0.50395,0.4119,0.334207,0.287323,0.287323,0.287323,0.287323,0.343836,10
+202s,4.096,8,10,protocol,7.5,280,1267,4.525,624,616,0.987179,0.973366,0.76,0.526559,0.409704,0.337029,0.294194,0.294194,0.294194,0.294194,0.343112,10
+203s,4.096,8,10,protocol,7.5,280,1293,4.61786,640,639,0.998437,0.992891,0.788673,0.539931,0.40993,0.345556,0.301746,0.301746,0.301746,0.301746,0.342756,10
+204s,4.096,8,10,protocol,7.5,280,1286,4.59286,642,639,0.995327,0.98861,0.78125,0.522894,0.397678,0.342593,0.306494,0.306494,0.306494,0.306494,0.342052,10
+205s,4.096,8,10,protocol,7.5,280,1308,4.67143,682,680,0.997067,0.98536,0.755795,0.513498,0.379784,0.340926,0.310544,0.310544,0.310544,0.310544,0.341711,10
+206s,4.096,8,10,protocol,7.5,280,1288,4.6,681,680,0.998532,0.986667,0.744281,0.498905,0.381811,0.339672,0.314138,0.314138,0.314138,0.314138,0.341151,10
+207s,6.144,12,10,protocol,7.5,280,1269,4.53214,672,663,0.986607,0.96841,0.725118,0.494612,0.386039,0.347201,0.314599,0.314599,0.314599,0.314599,0.340888,10
+208s,6.144,12,10,protocol,7.5,280,1375,4.91071,632,629,0.995253,0.968784,0.769841,0.521505,0.407221,0.371079,0.332192,0.332192,0.332192,0.332192,0.34027,10
+209s,6.144,12,10,protocol,7.5,290,1398,4.82069,646,641,0.99226,0.967774,0.764977,0.533762,0.422392,0.385151,0.331558,0.331558,0.331558,0.331558,0.339983,10
+210s,6.144,12,10,protocol,7.5,290,1392,4.8,626,625,0.998403,0.967262,0.74115,0.532309,0.43319,0.389535,0.328646,0.328646,0.328646,0.328646,0.339356,10
+211s,6.144,12,10,protocol,7.5,290,1392,4.8,640,628,0.98125,0.946894,0.733285,0.525521,0.441769,0.388975,0.331908,0.331908,0.331908,0.331908,0.339202,10
+212s,6.144,12,10,protocol,7.5,290,1453,5.01034,632,623,0.985759,0.953799,0.749086,0.532778,0.455516,0.392939,0.337064,0.337064,0.337064,0.337064,0.338599,10
+213s,6.144,12,10,protocol,7.5,290,1459,5.03103,654,652,0.996942,0.967413,0.764793,0.530801,0.449956,0.39137,0.338351,0.338351,0.338351,0.338351,0.338332,10
+214s,6.144,12,10,protocol,7.5,290,1455,5.01724,624,624,1,0.975,0.736457,0.512742,0.432502,0.374395,0.325145,0.325145,0.325145,0.325145,0.337738,10
+215s,6.144,12,10,protocol,7.5,290,1422,4.90345,618,610,0.987055,0.949339,0.717423,0.494949,0.419521,0.364583,0.320052,0.320052,0.320052,0.320052,0.337488,10
+216s,6.144,12,10,protocol,7.5,300,1450,4.83333,656,653,0.995427,0.951098,0.742282,0.514898,0.428019,0.38217,0.33699,0.33699,0.33699,0.33699,0.337054,10
+217s,6.144,12,10,protocol,7.5,300,1386,4.62,660,649,0.983333,0.930818,0.695238,0.482075,0.392775,0.351203,0.311016,0.311016,0.311016,0.311016,0.336797,10
+218s,6.144,12,10,protocol,7.5,300,1357,4.52333,650,633,0.973846,0.942953,0.698864,0.463713,0.376147,0.329317,0.298544,0.298544,0.298544,0.298544,0.336175,10
+219s,6.144,12,10,protocol,7.5,300,1278,4.26,628,618,0.984076,0.920225,0.674699,0.409694,0.330383,0.299465,0.267303,0.267303,0.267303,0.267303,0.33589,10
+220s,6.144,12,10,protocol,7.5,310,1268,4.09032,600,592,0.986667,0.923241,0.686115,0.397348,0.321009,0.290131,0.256772,0.256772,0.256772,0.256772,0.335261,10
+221s,6.144,12,10,protocol,7.5,310,1289,4.15806,556,546,0.982014,0.941048,0.725445,0.405709,0.32356,0.291667,0.253925,0.253925,0.253925,0.253925,0.335045,10
+222s,6.144,12,10,protocol,7.5,310,1257,4.05484,554,543,0.980144,0.945455,0.720379,0.407871,0.311688,0.27771,0.24333,0.24333,0.24333,0.24333,0.334433,10
+223s,6.144,12,10,protocol,7.5,310,1286,4.14839,576,573,0.994792,0.954545,0.720635,0.401415,0.31332,0.274155,0.239578,0.239578,0.239578,0.239578,0.334154,10
+224s,6.144,12,10,protocol,7.5,310,1321,4.26129,560,560,1,0.970726,0.761943,0.420475,0.329545,0.286355,0.25,0.25,0.25,0.25,0.333558,10
+225s,6.144,12,10,protocol,7.5,310,1337,4.3129,560,556,0.992857,0.953829,0.759608,0.410336,0.323468,0.275178,0.242939,0.242939,0.242939,0.242939,0.333289,10
+226s,6.144,12,10,protocol,7.5,310,1302,4.2,608,600,0.986842,0.947894,0.7575,0.402212,0.314751,0.268776,0.233676,0.233676,0.233676,0.233676,0.332794,10
+227s,6.144,12,10,protocol,7.5,310,1288,4.15484,576,571,0.991319,0.964835,0.799828,0.425114,0.320372,0.274712,0.238107,0.238107,0.238107,0.238107,0.33254,10
+228s,6.144,12,10,protocol,7.5,310,1301,4.19677,578,574,0.99308,0.963333,0.815275,0.409821,0.312245,0.271919,0.236476,0.236476,0.236476,0.236476,0.331973,10
+229s,6.144,12,10,protocol,7.5,310,1288,4.15484,580,576,0.993103,0.963964,0.848485,0.399287,0.306325,0.265875,0.233333,0.233333,0.233333,0.233333,0.331724,10
+230s,6.144,12,10,protocol,7.5,320,1396,4.3625,564,555,0.984043,0.952055,0.827303,0.414674,0.325356,0.277441,0.24459,0.24459,0.24459,0.24459,0.331151,10
+231s,6.144,12,10,protocol,7.5,320,1310,4.09375,580,579,0.998276,0.9389,0.733232,0.398839,0.31173,0.257357,0.23293,0.23293,0.23293,0.23293,0.330921,10
+232s,6.144,12,10,protocol,7.5,320,1369,4.27813,580,573,0.987931,0.950719,0.774924,0.408765,0.338614,0.274625,0.246991,0.246991,0.246991,0.246991,0.330362,10
+233s,6.144,12,10,protocol,7.5,320,1406,4.39375,572,572,1,0.956159,0.830508,0.434327,0.363452,0.29088,0.256545,0.256545,0.256545,0.256545,0.330102,10
+234s,6.144,12,10,protocol,7.5,320,1437,4.49062,589,581,0.986418,0.909341,0.831316,0.457917,0.374829,0.294401,0.259076,0.259076,0.259076,0.259076,0.329557,10
+235s,8.192,16,10,protocol,7.5,320,1415,4.42188,560,554,0.989286,0.937008,0.843517,0.488774,0.381659,0.300106,0.267486,0.267486,0.267486,0.267486,0.329323,10
+236s,8.192,16,10,protocol,7.5,320,1458,4.55625,562,562,1,0.954792,0.820605,0.493501,0.377903,0.305198,0.268759,0.268759,0.268759,0.268759,0.32889,10
+237s,8.192,16,10,protocol,7.5,320,1424,4.45,626,626,1,0.962825,0.757054,0.479094,0.366178,0.290544,0.258824,0.258824,0.258824,0.258824,0.328664,10
+238s,8.192,16,10,protocol,7.5,320,1427,4.45937,640,630,0.984375,0.957774,0.762771,0.468213,0.373928,0.290202,0.254673,0.254673,0.254673,0.254673,0.328155,10
+239s,8.192,16,10,protocol,7.5,320,1386,4.33125,672,667,0.99256,0.948343,0.773692,0.446895,0.381983,0.296316,0.25717,0.25717,0.25717,0.25717,0.327936,10
+240s,8.192,16,10,protocol,7.5,320,1412,4.4125,670,653,0.974627,0.953061,0.775613,0.42025,0.378788,0.288513,0.253538,0.253538,0.253538,0.253538,0.32744,10
+241s,8.192,16,10,protocol,7.5,330,1462,4.4303,672,666,0.991071,0.93662,0.755299,0.408901,0.362292,0.295626,0.2625,0.2625,0.2625,0.2625,0.327311,10
+242s,8.192,16,10,protocol,7.5,330,1383,4.19091,644,638,0.990683,0.936293,0.705392,0.380672,0.336086,0.284053,0.245532,0.245532,0.245532,0.245532,0.326813,10
+243s,8.192,16,10,protocol,7.5,330,1430,4.33333,649,649,1,0.961614,0.721976,0.398601,0.340909,0.297262,0.258152,0.258152,0.258152,0.258152,0.326597,10
+244s,8.192,16,10,protocol,7.5,330,1425,4.31818,680,678,0.997059,0.968064,0.708853,0.402335,0.340215,0.2978,0.259708,0.259708,0.259708,0.259708,0.326106,10
+245s,8.192,16,10,protocol,7.5,330,1458,4.41818,722,716,0.99169,0.971429,0.737277,0.414817,0.34494,0.304359,0.265948,0.265948,0.265948,0.265948,0.3259,10
+246s,8.192,16,10,protocol,7.5,330,1434,4.34545,748,741,0.990642,0.954111,0.732166,0.402639,0.339856,0.297575,0.263539,0.263539,0.263539,0.263539,0.32559,10
+247s,8.192,16,10,protocol,7.5,330,1478,4.47879,770,770,1,0.974026,0.731985,0.402923,0.361423,0.304496,0.271831,0.271831,0.271831,0.271831,0.325394,10
+248s,8.192,16,10,protocol,7.5,330,1428,4.32727,800,796,0.995,0.974074,0.727099,0.398814,0.359434,0.305125,0.271884,0.271884,0.271884,0.271884,0.324925,10
+249s,8.192,16,10,protocol,7.5,330,1499,4.54242,808,799,0.988861,0.949389,0.72995,0.415034,0.367276,0.314525,0.279376,0.279376,0.279376,0.279376,0.324736,10
+250s,8.192,16,10,protocol,7.5,340,1632,4.8,840,839,0.99881,0.94713,0.749723,0.457346,0.386,0.340989,0.299822,0.299822,0.299822,0.299822,0.324262,10
+251s,8.192,16,10,protocol,7.5,370,1714,4.63243,1010,1002,0.992079,0.960959,0.769857,0.4725,0.406233,0.351628,0.298578,0.298578,0.298578,0.298578,0.324143,10
+252s,8.192,16,10,protocol,7.5,370,1745,4.71622,1032,1032,1,0.944083,0.763131,0.472187,0.408599,0.3488,0.295463,0.295463,0.295463,0.295463,0.323646,10
+253s,10.24,20,10,protocol,7.5,370,1751,4.73243,1060,1059,0.999057,0.945776,0.777778,0.48125,0.413312,0.350638,0.299378,0.299378,0.299378,0.299378,0.323447,10
+254s,10.24,20,10,protocol,7.5,370,1770,4.78378,1016,1015,0.999016,0.924204,0.770311,0.478803,0.418757,0.342399,0.297674,0.297674,0.297674,0.297674,0.322959,10
+255s,12.288,24,10,protocol,7.5,370,1778,4.80541,1012,1002,0.990119,0.942095,0.782,0.501926,0.422246,0.343887,0.304221,0.304221,0.304221,0.304221,0.322799,10
+256s,12.288,24,10,protocol,7.5,370,1760,4.75676,980,966,0.985714,0.924263,0.75074,0.475016,0.403877,0.331517,0.297652,0.297652,0.297652,0.297652,0.322517,10
+257s,12.288,24,10,protocol,7.5,370,1703,4.6027,945,934,0.98836,0.945607,0.712786,0.460543,0.382293,0.325065,0.293401,0.293401,0.293401,0.293401,0.322338,10
+258s,12.288,24,10,protocol,7.5,370,1623,4.38649,906,881,0.972406,0.939058,0.671265,0.430971,0.359949,0.308753,0.279517,0.279517,0.279517,0.279517,0.321908,10
+259s,12.288,24,10,protocol,7.5,370,1615,4.36486,964,952,0.987552,0.934965,0.660799,0.419384,0.357069,0.305409,0.274397,0.274397,0.274397,0.274397,0.321732,10
+260s,12.288,24,10,protocol,7.5,370,1595,4.31081,1018,1008,0.990177,0.926513,0.687563,0.399476,0.340537,0.30079,0.269564,0.269564,0.269564,0.269564,0.321317,10
+261s,12.288,24,10,protocol,7.5,370,1694,4.57838,940,934,0.993617,0.956012,0.731041,0.418888,0.348938,0.314211,0.286053,0.286053,0.286053,0.286053,0.321186,10
+262s,12.288,24,10,protocol,7.5,370,1596,4.31351,934,927,0.992505,0.912143,0.693888,0.398676,0.335027,0.300825,0.271196,0.271196,0.271196,0.271196,0.320775,10
+263s,12.288,24,10,protocol,7.5,370,1581,4.27297,928,913,0.983836,0.910417,0.665358,0.396723,0.328568,0.292873,0.265051,0.265051,0.265051,0.265051,0.320613,10
+264s,12.288,24,10,protocol,7.5,370,1662,4.49189,920,908,0.986957,0.934111,0.708252,0.432168,0.352586,0.308718,0.281118,0.281118,0.281118,0.281118,0.320212,10
+265s,12.288,24,10,protocol,7.5,370,1739,4.7,950,949,0.998947,0.946072,0.743902,0.442029,0.370325,0.322956,0.290809,0.290809,0.290809,0.290809,0.32007,10
+266s,10.24,20,10,protocol,7.5,370,1758,4.75135,1002,991,0.989022,0.947165,0.746817,0.435217,0.374877,0.322683,0.287302,0.287302,0.287302,0.287302,0.319906,10
+267s,10.24,20,10,protocol,7.5,380,1860,4.89474,1024,1015,0.991211,0.931691,0.744579,0.455438,0.393988,0.344987,0.301651,0.301651,0.301651,0.301651,0.319857,10
+268s,10.24,20,10,protocol,7.5,380,1884,4.95789,1058,1044,0.986767,0.933644,0.762577,0.466019,0.389892,0.347407,0.303158,0.303158,0.303158,0.303158,0.319571,10
+269s,10.24,20,10,protocol,7.5,380,1849,4.86579,1084,1061,0.978782,0.933649,0.758452,0.465593,0.395225,0.34375,0.299123,0.299123,0.299123,0.299123,0.319525,10
+270s,10.24,20,10,protocol,7.5,380,1846,4.85789,1141,1101,0.964943,0.933608,0.743455,0.460541,0.406004,0.346623,0.299052,0.299052,0.299052,0.299052,0.319239,10
+271s,10.752,21,10,protocol,7.5,380,1880,4.94737,1238,1206,0.974152,0.945423,0.735922,0.458533,0.410324,0.343625,0.307377,0.307377,0.307377,0.307377,0.319287,10
+272s,10.24,20,10,protocol,7.5,390,1925,4.9359,1300,1271,0.977692,0.925413,0.70212,0.451668,0.409673,0.348947,0.318073,0.318073,0.318073,0.318073,0.319023,10
+273s,10.24,20,10,protocol,7.5,390,1868,4.78974,1346,1315,0.976969,0.943956,0.673408,0.435984,0.393694,0.335135,0.31172,0.31172,0.31172,0.31172,0.318987,10
+274s,10.24,20,10,protocol,7.5,390,1850,4.74359,1374,1331,0.968705,0.944625,0.672714,0.430993,0.39018,0.327326,0.307427,0.307427,0.307427,0.307427,0.31873,10
+275s,10.24,20,10,protocol,7.5,390,1862,4.77436,1364,1329,0.97434,0.939785,0.668158,0.432432,0.38872,0.336336,0.30982,0.30982,0.30982,0.30982,0.318694,10
+276s,10.24,20,10,protocol,7.5,390,1918,4.91795,1372,1356,0.988338,0.958602,0.678913,0.446161,0.399827,0.351866,0.319723,0.319723,0.319723,0.319723,0.318511,10
+277s,10.24,20,10,protocol,7.5,390,1958,5.02051,1374,1329,0.967249,0.944086,0.670931,0.449524,0.404456,0.363077,0.327778,0.327778,0.327778,0.327778,0.318461,10
+278s,10.24,20,10,protocol,7.5,390,2057,5.27436,1380,1356,0.982609,0.964894,0.706491,0.473018,0.418639,0.378776,0.347178,0.347178,0.347178,0.347178,0.318235,10
+279s,10.24,20,10,protocol,7.5,390,2072,5.31282,1372,1361,0.991983,0.956697,0.709815,0.479232,0.426314,0.384586,0.35554,0.35554,0.35554,0.35554,0.318135,10
+280s,10.24,20,10,protocol,7.5,390,2094,5.36923,1386,1374,0.991342,0.9565,0.719486,0.483453,0.432062,0.38949,0.363505,0.363505,0.363505,0.363505,0.317747,10
+281s,10.24,20,10,protocol,7.5,390,2073,5.31538,1400,1388,0.991429,0.933624,0.707949,0.479567,0.432005,0.386478,0.360955,0.360955,0.360955,0.360955,0.317639,10
+282s,10.24,20,10,protocol,7.5,400,2176,5.44,1560,1528,0.979487,0.948315,0.729223,0.486583,0.446634,0.399266,0.37595,0.37595,0.37595,0.37595,0.317243,10
+283s,10.24,20,10,protocol,7.5,400,2254,5.635,1631,1622,0.994482,0.965471,0.757902,0.500444,0.46047,0.414338,0.388889,0.388889,0.388889,0.388889,0.317064,10
+284s,10.24,20,10,protocol,7.5,400,2240,5.6,1620,1608,0.992593,0.954023,0.755735,0.497778,0.451977,0.411462,0.384483,0.384483,0.384483,0.384483,0.316671,10
+285s,10.24,20,10,protocol,7.5,400,2268,5.67,1571,1551,0.987269,0.951528,0.766216,0.504,0.447161,0.414625,0.383238,0.383238,0.383238,0.383238,0.316496,10
+286s,10.24,20,10,protocol,7.5,400,2297,5.7425,1512,1501,0.992725,0.957021,0.776801,0.511354,0.455212,0.416878,0.389058,0.389058,0.389058,0.389058,0.316215,10
+287s,10.24,20,10,protocol,7.5,400,2292,5.73,1590,1589,0.999371,0.952401,0.778004,0.515984,0.457485,0.414467,0.388606,0.388606,0.388606,0.388606,0.316047,10
+288s,10.24,20,10,protocol,7.5,400,2216,5.54,1594,1538,0.964868,0.921849,0.764138,0.503179,0.441434,0.403202,0.376999,0.376999,0.376999,0.376999,0.315671,10
+289s,10.24,20,10,protocol,7.5,400,2286,5.715,1602,1597,0.996879,0.962609,0.821711,0.530148,0.4516,0.409677,0.38904,0.38904,0.38904,0.38904,0.315505,10
+290s,10.24,20,10,protocol,7.5,400,2313,5.7825,1618,1606,0.992583,0.965044,0.856033,0.53381,0.455853,0.417057,0.390051,0.390051,0.390051,0.390051,0.315146,10
+291s,10.24,20,10,protocol,7.5,400,2246,5.615,1638,1636,0.998779,0.957219,0.833086,0.524521,0.442039,0.406884,0.375209,0.375209,0.375209,0.375209,0.315012,10
+292s,10.24,20,10,protocol,7.5,400,2265,5.6625,1722,1704,0.989547,0.952814,0.845149,0.531191,0.447098,0.410624,0.382601,0.382601,0.382601,0.382601,0.314656,10
+293s,10.24,20,10,protocol,7.5,400,2217,5.5425,1602,1590,0.992509,0.950435,0.852037,0.504552,0.436417,0.405302,0.37672,0.37672,0.37672,0.37672,0.314502,10
+294s,10.24,20,10,protocol,7.5,400,2221,5.5525,1542,1519,0.985084,0.961148,0.855547,0.505347,0.432943,0.403232,0.380439,0.380439,0.380439,0.380439,0.314148,10
+295s,10.24,20,10,protocol,7.5,400,2223,5.5575,1424,1412,0.991573,0.954064,0.871082,0.495321,0.437082,0.400396,0.379352,0.379352,0.379352,0.379352,0.313999,10
+296s,10.24,20,10,protocol,7.5,400,2209,5.5225,1366,1349,0.987555,0.955908,0.864918,0.497075,0.435014,0.395453,0.376705,0.376705,0.376705,0.376705,0.313685,10
+297s,10.24,20,10,protocol,7.5,400,2189,5.4725,1392,1377,0.989224,0.954626,0.865902,0.501374,0.435275,0.394272,0.371395,0.371395,0.371395,0.371395,0.313541,10
+298s,10.24,20,10,protocol,7.5,400,2109,5.2725,1386,1354,0.976912,0.914808,0.839904,0.482167,0.419451,0.379317,0.357458,0.357458,0.357458,0.357458,0.313201,10
+299s,10.24,20,10,protocol,7.5,400,2129,5.3225,1363,1351,0.991196,0.939227,0.825834,0.482111,0.422756,0.382226,0.359628,0.359628,0.359628,0.359628,0.313062,10
+300s,10.24,20,10,protocol,7.5,400,2134,5.335,1366,1357,0.993411,0.945794,0.823938,0.485552,0.437833,0.38506,0.361327,0.361327,0.361327,0.361327,0.312728,10
,,,,,,,,,,,0.523819662,,,,,,,,,,,
